date,campaign_name,cost,purchases,conv_value,impressions,clicks,ctr,cpm,frequency,add_to_cart
2026-07-02,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,67.98,4,204.9,11227,219,0.0195,6.055,1.1751,9
2026-07-02,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,237.35,7,425.5,66386,312,0.0047,3.5753,1.4024,7
2026-07-02,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,292.31,10,738.5,23778,400,0.0168,12.2933,1.8579,39
2026-07-02,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,185.43,8,457.96,74965,534,0.0071,2.4736,1.4264,14
2026-07-02,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,265.67,19,1015.25,44757,644,0.0144,5.9358,2.1179,60
2026-07-02,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,245.41,6,326.15,54933,310,0.0056,4.4674,1.4503,10
2026-07-02,ASUC-(HISTO)-UK-(UK)-PERF-RTG,265.71,8,602.12,19189,271,0.0141,13.847,1.8954,17
2026-07-02,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,219.79,2,139.64,26073,190,0.0073,8.4298,1.285,16
2026-07-02,ASUC-(HISTO)-US-(US)-PERF-RTG,319.32,9,467.52,14958,243,0.0162,21.3478,1.5737,45
2026-07-02,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,8.04,1,92.66,472,4,0.0085,17.0339,1.0977,2
2026-07-02,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,15.03,null,null,1032,14,0.0136,14.564,1.4118,null
2026-07-02,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,31.43,1,60.5,5896,43,0.0073,5.3307,1.0923,1
2026-07-02,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,32.44,null,null,3689,36,0.0098,8.7937,1.318,4
2026-07-02,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,95.83,2,160.5,28472,204,0.0072,3.3658,1.21,10
2026-07-02,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,47.84,4,204.5,8044,121,0.015,5.9473,1.6935,12
2026-07-02,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,22.5,1,89.99,2224,34,0.0153,10.1169,1.1417,8
2026-07-02,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,30.73,2,94.47,3289,55,0.0167,9.3433,1.7856,3
2026-07-02,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,78.04,4,306,51138,596,0.0117,1.5261,1.2727,12
2026-07-02,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,60.88,1,36,25819,384,0.0149,2.358,1.9179,18
2026-07-02,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,39.25,1,55,16184,90,0.0056,2.4252,1.1196,1
2026-07-02,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,49.42,1,174.34,8613,96,0.0111,5.7378,1.4322,1
2026-07-02,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,98.01,4,219,47613,315,0.0066,2.0585,1.1458,10
2026-07-02,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,79.05,4,197.76,19710,298,0.0151,4.0107,1.5806,21
2026-07-02,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,6.25,null,null,1641,19,0.0116,3.8087,1.1103,null
2026-07-02,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,8.43,null,null,1543,26,0.0169,5.4634,1.3926,1
2026-07-02,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,8.46,null,null,1396,17,0.0122,6.0602,1.0915,1
2026-07-02,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,8.81,null,null,964,13,0.0135,9.139,1.3558,3
2026-07-02,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,20.99,null,null,6481,49,0.0076,3.2387,1.04,2
2026-07-02,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,21,2,99.5,1928,36,0.0187,10.8921,1.3971,8
2026-07-02,ASUC-(NEW)-PERF-RTG-WARM-ROW,34.49,1,74.56,6519,112,0.0172,5.2907,1.3272,6
2026-07-02,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,5.75,null,null,1435,14,0.0098,4.007,1.1237,null
2026-07-02,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.68,null,null,990,14,0.0141,4.7273,1.2774,5
2026-07-02,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,6.55,null,null,2414,26,0.0108,2.7133,1.1202,1
2026-07-02,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,7.14,null,null,1954,31,0.0159,3.654,1.3001,1
2026-07-02,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.34,null,null,792,9,0.0114,6.7424,1.1155,null
2026-07-02,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,7.35,null,null,805,10,0.0124,9.1304,1.4852,null
2026-07-02,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,116.96,null,null,15589,100,0.0064,7.5027,1.0664,16
2026-07-02,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,172.28,7,566.94,14434,169,0.0117,11.9357,1.8898,30
2026-07-02,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,0,null,null,null,null,null,null,null,null
2026-07-03,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,492.82,27,2385.69,128849,1226,0.0095,3.8248,1.2269,155
2026-07-03,ASUC-(ALL)-PERF-KIDS-INTER,584.84,35,1972.96,201303,1611,0.008,2.9053,1.4599,253
2026-07-03,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,302.63,21,1597.46,45160,653,0.0145,6.7013,2.7818,129
2026-07-03,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,108.7,6,353.49,24796,204,0.0082,4.3838,1.4322,24
2026-07-03,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,75.52,1,50.5,12468,243,0.0195,6.0571,1.1515,7
2026-07-03,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,257.56,3,211,67004,341,0.0051,3.8439,1.3557,22
2026-07-03,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,283.13,17,1232.39,23204,379,0.0163,12.2018,1.8451,68
2026-07-03,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,196.54,5,316,68408,453,0.0066,2.8731,1.4035,50
2026-07-03,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,250.37,14,943.5,41435,659,0.0159,6.0425,2.0384,67
2026-07-03,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,253.8,3,159.35,44392,237,0.0053,5.7172,1.3235,5
2026-07-03,ASUC-(HISTO)-UK-(UK)-PERF-RTG,248.16,11,769.86,16990,306,0.018,14.6062,1.8703,50
2026-07-03,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,275.39,5,582.98,31025,214,0.0069,8.8764,1.2652,23
2026-07-03,ASUC-(HISTO)-US-(US)-PERF-RTG,296.46,19,1656.55,13131,245,0.0187,22.5771,1.6762,73
2026-07-03,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,7.56,null,null,515,12,0.0233,14.6796,1.0553,null
2026-07-03,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,12.91,2,179.07,1028,16,0.0156,12.5584,1.6113,5
2026-07-03,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,35.95,3,329.47,7151,45,0.0063,5.0273,1.1198,24
2026-07-03,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,38.3,null,null,4746,65,0.0137,8.07,1.6028,22
2026-07-03,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,110.19,3,146,36182,276,0.0076,3.0454,1.2361,15
2026-07-03,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,55.94,7,471,7831,122,0.0156,7.1434,2.0214,26
2026-07-03,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,19.22,null,null,2037,16,0.0079,9.4354,1.1089,null
2026-07-03,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,34.19,4,231.92,3457,59,0.0171,9.8901,1.8566,8
2026-07-03,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,83.89,2,128,50856,648,0.0127,1.6496,1.2978,26
2026-07-03,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,65.98,3,183,26220,474,0.0181,2.5164,1.9985,34
2026-07-03,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,46.17,1,35.5,12263,75,0.0061,3.765,1.1051,15
2026-07-03,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,54.93,null,null,9805,110,0.0112,5.6022,1.6058,12
2026-07-03,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,106.68,2,76.9,45057,338,0.0075,2.3677,1.2347,13
2026-07-03,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,87.3,9,563.33,21325,402,0.0189,4.0938,1.9083,41
2026-07-03,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.6,2,219.93,1610,12,0.0075,4.7205,1.1549,7
2026-07-03,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,10.07,null,null,1843,18,0.0098,5.4639,1.4558,3
2026-07-03,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10.81,1,112.25,1913,12,0.0063,5.6508,1.1333,3
2026-07-03,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,10.92,1,39.97,1124,21,0.0187,9.7153,1.5397,4
2026-07-03,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,16.84,null,null,14320,62,0.0043,1.176,1.0911,12
2026-07-03,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,22.6,null,null,1967,44,0.0224,11.4896,1.4581,null
2026-07-03,ASUC-(NEW)-PERF-RTG-WARM-ROW,43.22,3,301.36,7627,138,0.0181,5.6667,1.3992,28
2026-07-03,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.21,null,null,1413,7,0.005,4.3949,1.1039,null
2026-07-03,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.99,null,null,1051,21,0.02,4.7479,1.3939,null
2026-07-03,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,6.19,null,null,2162,17,0.0079,2.8631,1.1139,null
2026-07-03,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.94,2,115,2193,42,0.0192,3.1646,1.4324,12
2026-07-03,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,6.03,null,null,745,10,0.0134,8.094,1.1103,2
2026-07-03,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,5.79,null,null,560,3,0.0054,10.3393,1.5599,null
2026-07-03,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,128.49,2,262.25,17194,132,0.0077,7.473,1.0753,15
2026-07-03,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,173.35,8,614.07,14811,239,0.0161,11.7041,1.9766,12
2026-07-03,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,0,null,null,null,null,null,null,null,null
2026-07-03,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,0,null,null,null,null,null,null,null,null
2026-07-03,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,0,null,null,null,null,null,null,null,null
2026-07-04,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,503.1,15,1071.92,146663,1384,0.0094,3.4303,1.1885,152
2026-07-04,ASUC-(ALL)-PERF-KIDS-INTER,666.73,44,3012.14,249624,1760,0.0071,2.6709,1.3857,280
2026-07-04,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,340.43,33,2737.48,47697,781,0.0164,7.1373,2.9727,261
2026-07-04,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,108.28,9,680.54,25482,213,0.0084,4.2493,1.4599,59
2026-07-04,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,81.29,3,215.5,22249,304,0.0137,3.6536,1.2231,18
2026-07-04,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,309.52,6,476.5,81752,358,0.0044,3.7861,1.3748,30
2026-07-04,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,266.23,9,723,21378,334,0.0156,12.4535,1.9597,60
2026-07-04,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,209.58,8,533.49,72688,481,0.0066,2.8833,1.4684,79
2026-07-04,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,245.79,15,888,38297,679,0.0177,6.418,1.9498,125
2026-07-04,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,290.22,8,463.65,52942,313,0.0059,5.4818,1.5134,26
2026-07-04,ASUC-(HISTO)-UK-(UK)-PERF-RTG,235.55,10,603.98,16485,267,0.0162,14.2887,1.8094,62
2026-07-04,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,222.42,6,575.87,22867,139,0.0061,9.7267,1.4131,49
2026-07-04,ASUC-(HISTO)-US-(US)-PERF-RTG,292.09,9,768.16,14055,217,0.0154,20.7819,1.6948,42
2026-07-04,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,3.77,null,null,308,9,0.0292,12.2403,1.0512,1
2026-07-04,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,9.07,null,null,683,13,0.019,13.2796,1.5314,null
2026-07-04,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,39.74,3,175.5,8183,71,0.0087,4.8564,1.0742,15
2026-07-04,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,38.48,3,321.5,4857,77,0.0159,7.9226,1.7434,31
2026-07-04,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,112.04,2,95.5,36268,269,0.0074,3.0892,1.1948,4
2026-07-04,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,49.01,1,75.5,7386,115,0.0156,6.6355,2.0308,18
2026-07-04,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,24.64,2,181.7,2501,34,0.0136,9.8521,1.119,9
2026-07-04,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,35.24,1,46.87,3758,57,0.0152,9.3773,1.9634,18
2026-07-04,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,87.33,5,393,50512,690,0.0137,1.7289,1.3298,68
2026-07-04,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,66.98,11,668,25605,503,0.0196,2.6159,1.8673,32
2026-07-04,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,43.77,null,null,10688,116,0.0109,4.0952,1.1489,4
2026-07-04,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,49.98,3,110.5,8553,120,0.014,5.8436,1.5559,13
2026-07-04,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,110.73,4,251,47631,399,0.0084,2.3247,1.2272,24
2026-07-04,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,69.79,6,326.83,16141,283,0.0175,4.3238,1.989,27
2026-07-04,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.07,null,null,1334,16,0.012,5.2999,1.1089,null
2026-07-04,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9.14,null,null,1603,11,0.0069,5.7018,1.5296,null
2026-07-04,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,11.41,null,null,1803,17,0.0094,6.3283,1.1034,null
2026-07-04,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,6.92,2,108.8,650,14,0.0215,10.6462,1.671,3
2026-07-04,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,14.94,null,null,10844,60,0.0055,1.3777,1.0989,null
2026-07-04,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,19.95,2,135,1969,45,0.0229,10.132,1.6246,null
2026-07-04,ASUC-(NEW)-PERF-RTG-WARM-ROW,39.31,1,50.5,7672,137,0.0179,5.1238,1.5744,16
2026-07-04,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7.92,null,null,2411,45,0.0187,3.2849,1.1141,1
2026-07-04,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.39,null,null,918,24,0.0261,4.7821,1.4571,1
2026-07-04,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,6.15,1,50,3274,34,0.0104,1.8784,1.0756,9
2026-07-04,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,5.6,null,null,1721,26,0.0151,3.2539,1.5123,11
2026-07-04,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.88,null,null,856,2,0.0023,6.8692,1.0988,null
2026-07-04,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,4.47,null,null,556,21,0.0378,8.0396,1.4517,null
2026-07-04,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,141.62,3,234.93,18139,163,0.009,7.8075,1.1468,11
2026-07-04,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,167.8,2,125.7,13684,184,0.0134,12.2625,1.9281,36
2026-07-04,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,0,null,null,null,null,null,null,null,null
2026-07-05,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,502.88,33,2513.01,140224,1435,0.0102,3.5863,1.2395,178
2026-07-05,ASUC-(ALL)-PERF-KIDS-INTER,641.92,47,3002.76,241746,1532,0.0063,2.6553,1.5524,340
2026-07-05,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,326.4,28,1984.36,48446,718,0.0148,6.7374,2.8582,157
2026-07-05,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,116.2,5,362,30350,216,0.0071,3.8287,1.4981,41
2026-07-05,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,58.61,2,107.38,14274,183,0.0128,4.1061,1.2236,6
2026-07-05,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,357.87,11,751.8,104873,386,0.0037,3.4124,1.4232,33
2026-07-05,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,358.59,17,1162.65,32953,459,0.0139,10.8819,2.0131,74
2026-07-05,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,221.83,9,409.98,79057,579,0.0073,2.806,1.5581,41
2026-07-05,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,351.09,28,1594.09,61897,918,0.0148,5.6722,2.1819,127
2026-07-05,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,360.1,14,1027.36,66990,367,0.0055,5.3754,1.6555,37
2026-07-05,ASUC-(HISTO)-UK-(UK)-PERF-RTG,270.43,12,765.89,21512,333,0.0155,12.5711,1.9572,83
2026-07-05,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,256.9,3,195.88,25906,167,0.0064,9.9166,1.5012,18
2026-07-05,ASUC-(HISTO)-US-(US)-PERF-RTG,359.44,14,1424.31,18837,278,0.0148,19.0816,1.7104,57
2026-07-05,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,6.82,null,null,515,12,0.0233,13.2427,1.0425,null
2026-07-05,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,16.33,1,62.41,1213,28,0.0231,13.4625,1.6616,null
2026-07-05,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,45.62,5,391,20651,140,0.0068,2.2091,1.0835,20
2026-07-05,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,39.42,7,491,5479,91,0.0166,7.1947,1.9313,40
2026-07-05,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,115.55,4,226.5,49899,333,0.0067,2.3157,1.254,40
2026-07-05,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,61.74,7,393.1,9825,151,0.0154,6.284,2.0802,52
2026-07-05,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,29.68,2,137.44,3090,42,0.0136,9.6052,1.2262,10
2026-07-05,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,37.4,3,197.52,4176,70,0.0168,8.9559,1.8999,20
2026-07-05,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,82.25,6,368,52287,730,0.014,1.573,1.3849,47
2026-07-05,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,87.37,3,169,36214,728,0.0201,2.4126,2.0601,43
2026-07-05,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,54.35,2,156,13824,142,0.0103,3.9316,1.1856,3
2026-07-05,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,65.77,2,225.5,11876,127,0.0107,5.5381,1.6762,30
2026-07-05,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,113.56,2,90,48599,452,0.0093,2.3367,1.3582,19
2026-07-05,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,106.94,9,694,28294,484,0.0171,3.7796,2.1317,53
2026-07-05,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,9.97,null,null,2641,24,0.0091,3.7751,1.1891,null
2026-07-05,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,10.46,null,null,2125,18,0.0085,4.9224,1.5222,1
2026-07-05,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,12.29,null,null,2053,24,0.0117,5.9864,1.0996,4
2026-07-05,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,9.37,1,39.97,1025,22,0.0215,9.1415,1.7826,6
2026-07-05,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,18.66,1,55.5,17660,70,0.004,1.0566,1.1477,2
2026-07-05,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,26.55,2,64.82,2899,40,0.0138,9.1583,1.7359,9
2026-07-05,ASUC-(NEW)-PERF-RTG-WARM-ROW,46.35,1,40.13,10479,218,0.0208,4.4231,1.5559,22
2026-07-05,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,8.71,null,null,3166,60,0.019,2.7511,1.1627,2
2026-07-05,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.94,null,null,1031,23,0.0223,4.7915,1.3747,1
2026-07-05,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,9.14,null,null,3215,42,0.0131,2.8429,1.1063,null
2026-07-05,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,8.44,null,null,2478,60,0.0242,3.406,1.3867,6
2026-07-05,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,7.11,null,null,1647,6,0.0036,4.3169,1.0929,5
2026-07-05,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,7.23,null,null,875,14,0.016,8.2629,1.6925,null
2026-07-05,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,148.57,5,467.14,20797,156,0.0075,7.1438,1.2078,17
2026-07-05,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,205,6,548.17,18156,255,0.014,11.291,2.0907,52
2026-07-06,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,443.6,30,2201.92,163423,1354,0.0083,2.7144,1.228,172
2026-07-06,ASUC-(ALL)-PERF-KIDS-INTER,537.75,59,3314.21,198980,1226,0.0062,2.7025,1.5593,261
2026-07-06,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,294.78,34,2539.17,46769,570,0.0122,6.3029,2.8781,220
2026-07-06,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,98.94,8,749.48,28359,188,0.0066,3.4888,1.4737,41
2026-07-06,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,56.48,1,35.5,12445,153,0.0123,4.5384,1.2031,7
2026-07-06,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,264.32,6,400.13,77870,257,0.0033,3.3944,1.4361,19
2026-07-06,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,321.34,14,1212.5,33834,460,0.0136,9.4975,1.9868,58
2026-07-06,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,179.24,8,482.05,71328,353,0.0049,2.5129,1.6355,30
2026-07-06,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,304.37,29,1740.75,57608,696,0.0121,5.2835,2.1914,130
2026-07-06,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,279.41,13,947.01,56561,218,0.0039,4.94,1.7217,45
2026-07-06,ASUC-(HISTO)-UK-(UK)-PERF-RTG,221.6,14,1108.74,19935,299,0.015,11.1161,1.9038,63
2026-07-06,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,243.07,4,322.64,30135,146,0.0048,8.066,1.5395,21
2026-07-06,ASUC-(HISTO)-US-(US)-PERF-RTG,288.83,16,1769.69,16814,161,0.0096,17.1779,1.7413,55
2026-07-06,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,5.74,null,null,550,7,0.0127,10.4364,1.1317,null
2026-07-06,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,12.45,1,74.75,830,13,0.0157,15,1.566,4
2026-07-06,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,35.1,1,70,16361,93,0.0057,2.1453,1.1412,8
2026-07-06,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,33.02,2,96,5050,68,0.0135,6.5386,1.8211,16
2026-07-06,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,93.43,3,211,58405,331,0.0057,1.5997,1.3116,11
2026-07-06,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,52.68,3,154.5,8652,103,0.0119,6.0888,2.0201,11
2026-07-06,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,22.03,3,302.36,2867,40,0.014,7.684,1.2481,13
2026-07-06,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,28.56,null,null,3553,47,0.0132,8.0383,1.9543,8
2026-07-06,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,73.43,5,211,55565,692,0.0125,1.3215,1.3525,34
2026-07-06,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,77.93,4,297,31209,631,0.0202,2.497,2.0317,64
2026-07-06,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,40.38,3,136.5,27439,143,0.0052,1.4716,1.146,2
2026-07-06,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,52.2,7,397.25,10098,104,0.0103,5.1693,1.6576,50
2026-07-06,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,92.69,3,160,59072,425,0.0072,1.5691,1.2668,17
2026-07-06,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,92.55,9,502.87,26229,452,0.0172,3.5285,2.1035,64
2026-07-06,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.08,null,null,2196,16,0.0073,3.224,1.1625,1
